,SMILES
219,CC1(C)OB(OC1(C)C)C1=CN(Cc2ccccc2Br)N=C1
220,COC(=O)C1NC(C(C1B1Nc2cccc3cccc(N1)c23)C(=O)OC)c1ccccc1
221,CC(=CN1C(C)(C)CCCC1(C)C)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
222,CC(C)c1cc(C(C)C)c(B2c3cc(ccc3N(c3ccccc3)c3ccc(cc23)N2c3c(C)cc(C)cc3c3cc(C)cc(C)c23)N2c3c(C)cc(C)cc3c3cc(C)cc(C)c23)c(c1)C(C)C
223,CC(C)N(C(C)C)C(=O)NC1CCCCCCC1(B1OC(C)(C)C(C)(C)O1)c1ccccc1
224,C1Cc2ccccc2N(c2cc3N4c5ccccc5CCc5cccc(B6c7cccc8CCc9ccccc9N(c(c2)c36)c78)c45)c2ccccc12
225,Cc1cc(C)c2B(Nc3ccccc3c2c1)c1c(C)cc2OC(=O)Nc2c1C
226,OB1OC(N2CCN(CC2)c2ccccc2)c2cccc(C=O)c12
227,CCCCB1N(N=C(N1c1c(cccc1C(C)C)C(C)C)C(C)(C)C)c1ccccc1
228,CC(C)(C)c1ccc2Oc3cccc4N5c6ccccc6C(c6ccccc6)(c6ccccc6)c6cccc(B(c2c1)c34)c56
229,COC(=O)c1ccc(cc1B1OCC(C)(C)CO1)N(=O)=O
230,CC(C)c1cccc(C(C)C)c1N1C(C)(C)CC(C)(C)C1(B1OC(C)(C)C(C)(C)O1)c1ccccc1
231,CC1(C)OB(OC1(C)C)C(Nc1ccc(Br)cc1)c1ccccc1
232,CN(C)c1ccc2CCc3ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)c1c23
233,Cc1cccc(C)c1NC1C(Cc2ccccc2)B(N(C1=CCc1ccccc1)c1c(C)cccc1C)c1c(cc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F
234,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1cccc2c3ccccc3C3(c4ccccc4[Se]c4ccccc34)c12
235,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)N1c2ccccc2P(=S)(c2ccccc2)c2ccccc12
236,CN(C)C(=S)c1cc2ccccc2cc1B1OC(C)(C)C(C)(C)O1
237,CC(C)c1cccc(C(C)C)c1c1cccc(c1N1C2B(OC1=O)C1CCCC2CCC1)c1c(cccc1C(C)C)C(C)C
238,CC(C)(C)C1N(B(c2ccccc2)c2ccccc12)C(C)(C)C
239,CCS(=O)(=O)Nc1ccccc1B1OC(C)(C)C(C)(C)O1
240,CC(C)c1cc(C(C)C)c(B2c3ccccc3CN(Cc3ccccc23)c2c(cc(cc2C(C)C)C(C)C)C(C)C)c(c1)C(C)C
241,CCCCCCCCN1C=C2B3c4cccc5cccc(c6ccc(C)c(c7cccc1c27)c36)c45
242,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1ccc2c3ccccc3P(=O)(c3ccccc3)c2c1
243,S1c2ccccc2B2c3cccc4c5ccccc5N(c5cccc1c25)c34
244,Cc1cc(C)c(B(c2cccc(c2)N2c3ccccc3c3ccccc23)c2c(C)cc(C)cc2C)c(C)c1
245,CC1(C)OB(OC1(C)C)C1(CC1)C(N(Cc1ccccc1)Cc1ccccc1)c1ccccc1c1ccccc1
246,CC(C)P(=O)(C(C)C)c1ccc(cc1N1c2ccccc2c2ccccc12)B(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
247,CN1C=CC=C1B1OC(C)(C)C(C)(C)O1
248,OB1N(N=Cc2ccccc12)c1ccc2ccccc2n1
249,CC(C)(C)N=CN(B1OC(C)(C)C(C)(C)O1)C(C)(C)C
250,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cccc2N2c3ccccc3C(C)(C)c3ccccc23)c(C)c1
251,COB(O)c1ccccc1CN(C)Cc1c2ccccc2cc2ccccc12
252,CN1C2=C(SC=C2)B(c2ccccc2)C2=C1C=CS2
253,O1c2cccc3Oc4cccc5N(c6ccccc6)c6cccc1c6B(c23)c45
254,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1ccc2c3ccccc3C(c3ccccc3)(c3ccccc3)c2c1
255,COc1c2C3CC(B4OC(C)(C)C(C)(C)O4)C(N4N3C(=O)N(C)C4=O)c2c(OC)c2C(=O)c3ccccc3C(=O)c12
256,CC(C)c1cc(C(C)C)c(B2c3cc(ccc3N(c3ccccc3)c3ccc(cc23)N2c3ccccc3Oc3ccccc23)N2c3ccccc3Oc3ccccc23)c(c1)C(C)C
257,C(CN1c2ccccc2c2ccccc12)B1Oc2ccccc2O1
258,COc1ccc(CNc2cccc(c2)B2OC(C)(C)C(C)(C)O2)cc1
259,COc1ccc(cc1)N(c1ccc(OC)cc1)c1ccc(cc1)C1=CB(C=CN1C(C)(C)C)C(C)(C)C
260,S1C=CC2=C1B(c1ccccc1)C1=C(C=CS1)N2c1ccccc1
261,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1ccc2N3c4ccccc4c4cccc(c34)C(c3ccccc3)(c3ccccc3)c2c1
262,CC1(C)c2cccc3N4c5ccccc5c5ccc6c(B(c23)c2c1cccc2C6(C)C)c45
263,CC1(C)c2ccccc2N2c3cccc4N5c6ccccc6Sc6cccc(B(c7cccc1c27)c34)c56
264,CC1(C)OB(OC1(C)C)C1(CC1)C(N(Cc1ccccc1)Cc1ccccc1)c1ccccc1
265,COB1C(=CN(C)C=C1C)C
266,Cc1ccc(cc1)S(=O)(=O)N1CC(CC1CB(O)O)(c1ccccc1)c1ccccc1
267,CC(C)c1cc(C(C)C)c(B2c3cc(ccc3N(c3ccccc3)c3ccc(cc23)N2c3ccccc3c3ccccc23)N2c3ccccc3c3ccccc23)c(c1)C(C)C
268,CC(C)N(C(C)C)C(=O)NC1CCCCC1(B1OC(C)(C)C(C)(C)O1)c1ccc(Cl)cc1
269,CC(C)(C)c1ccc2N3c4cccc5N6c7cc(cc8c9cc(ccc9N(c9cccc(B(c%10cc(cc(c2c1)c3%10)C(C)(C)C)c45)c69)c78)C(C)(C)C)C(C)(C)C
270,OB(O)c1ccccc1CN1CCN(CC1)c1ccc(F)cc1
271,COc1ccc(cc1)C1(C(B2OC(C)(C)C(C)(C)O2)c2ccccc2N1C(=O)OC(C)(C)C)c1ccccc1
272,S1c2ccccc2N(c2ccccc12)c1cccc(N2c3ccccc3Sc3ccccc23)c1B1c2cccc3ccc4ccc5cccc1c5c4c23
273,CC1(C)OB(OC1(C)C)c1cnc(Cl)c(Cl)c1
274,CC1(C)OB(OC1(C)C)C1C(N2CCCCC2)C1(C)c1ccccc1
275,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cccc2N2c3ccc(cc3c3cc(ccc23)C(C)(C)C)C(C)(C)C)c(C)c1
276,COC(=O)C(C(C)B1OC(C)(C)C(C)(C)O1)N(Cc1ccccc1)Cc1ccccc1
277,OB1N(C(=S)Nc2ccccc12)c1ccc(cc1)C(F)(F)F
278,COc1ccc(cc1)C(=NC1=C(N(C)C(C)(C)CO1)c1ccccc1)B1OCC(C)(C)N1C
279,COc1ccc(cc1)C1=Nc2c(C)c(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(C)cc2N1C
280,CN1N=CC=C1B1OC(C)(C)C(C)(C)O1
281,CC(C)c1cccc(C(C)C)c1N1C(=C(C)N(C1=CB1OC(C)(C)C(C)(C)O1)c1c(cccc1C(C)C)C(C)C)C
282,Cc1cc(C)c(B2C(=C(N3CCCCC3)C3(N4CCCCC4)C(=C(c4ccccc4)C23c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1
283,CC(C)c1cccc(C(C)C)c1N1C(B2C3CCCC2CCC3)C2(C)CCC1(C)CC2C
284,CC(C)C(N)C(=O)N1CCCC1B1OC2CC3CC(C3(C)C)C2(C)O1
285,CC(C)c1cccc(C(C)C)c1N=CN(B1OC(C)(C)C(C)(C)O1)c1c(cccc1C(C)C)C(C)C
286,CC1(C)OB(OC1(C)C)c1cccc2NC=C(SC(F)F)c12
287,CC(C)(C)c1ccc2N3c4cccc5N6c7c(cccc7C7=C6c6ccccc6S7)B(c6cc(cc(c2c1)c36)C(C)(C)C)c45
288,CC1(C)OB(OC1(C)C)C1CC1N1C(=O)COCC1=O
289,OB(O)c1ccc(Cl)nc1Cl
290,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1ccc(cc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1
291,CC(C)c1cccc(C(C)C)c1NB1N(C(Nc2c(cccc2C(C)C)C(C)C)c2ccccc12)C(C)(C)C
292,CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1B(O)O
293,OB(O)c1ccccc1CN1CCSCC1
294,Cc1cc(C)c(B(c2cc(cc(c2)C(C)(C)C)N2c3ccccc3Sc3ccccc23)c2c(C)cc(C)cc2C)c(C)c1
295,CC(C)CC(N(C(CB1OC(C)(C)C(C)(C)O1)c1ccccc1)C(=O)C=Cc1ccccc1)C(=O)NC(C)(C)C
296,COc1ccc(cc1)C1N(N2C(=O)c3ccccc3C2=O)C1(B1OC(C)(C)C(C)(C)O1)C(O)C(C)C
297,COc1ncccc1B(O)O
298,CC(Nc1cccc(c1)B1OC(C)(C)C(C)(C)O1)=CC(=O)c1ccccc1
299,CC1(C)OB(OC1(C)C)c1ccc2c(c1)N1C3C4C(CC1=O)OCCC1=CN5CCC23C5CC41
300,Cc1cc(C)c(B2c3cccc4cccc(c34)c3c2cnc2ccccc32)c(C)c1
301,CC(C)c1cccc(C(C)C)c1N1B(Br)N(N=C1C(C)(C)C)c1ccccc1
302,N1B(ON=C1c1cccnc1)c1ccccc1
303,CC(C)N(Cc1cc(ccc1B(O)O)C(F)(F)F)C(C)C
304,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1cccc2cccc(c3ccc(cc3)N(c3ccccc3)c3ccccc3)c12
305,CC(C)(C)c1cc2B3c4cc(cc5c6cc(cc7c6N(c45)c4c(cc5c(N6c2c(c1)c1cc(cc(c61)C5(c1ccccc1)c1ccccc1)C(C)(C)C)c34)C7(c1ccccc1)c1ccccc1)C(C)(C)C)C(C)(C)C
306,CCOC(=O)C(C)(CC(C1c2ccccc2N(C)C1(B1OC(C)(C)C(C)(C)O1)c1ccccc1)c1ccccc1)C(=O)OCC
307,CN1C=C(B2Oc3ccccc3O2)c2ccccc12
308,CC1(C)OB(OC1(C)C)C(C(N(Cc1ccccc1)Cc1ccccc1)c1ccccc1)[Si](C)(C)C
309,CC(C)c1cccc(C(C)C)c1N=C1B(N([Si](C)(C)C)[Si](C)(C)C)c2ccccc2C1=Nc1c(cccc1C(C)C)C(C)C
310,CCCCC1=C(B2OC(C)(C)C(C)(C)O2)c2cc(Br)ccc2N1S(=O)(=O)c1ccc(OC)cc1
311,CC(C)OC(=O)C1C(B2OC(C)(C)C(C)(C)O2)N(C(=O)OC(C)(C)C)c2cc(Br)ccc12
312,Cc1cc(C)c(N2c3cc4c(cc3B3c5ccccc5N(c5ccccc5)c5cc(C)cc2c35)c2ccccc2C24C3CC4CC(C3)CC2C4)c(C)c1
313,CC(C)(C)c1ccc2N3c4ccc(Br)c5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C
314,CC1N(OB(O)c2ccccc12)C(=O)c1ccc(Br)cc1
315,CC(C)(C)c1ccc2Oc3cccc4N5c6ccccc6C(C)(C)c6cccc(B(c2c1)c34)c56
316,CC1(C)OB(OC1(C)C)C(Nc1ccccc1)c1ccccc1
317,CC(C)(C)CN1CCCc2ccc3c4cccc5cccc(B(O)c3c12)c45
318,OB1OC(N2CCN(CC2)c2ccccc2F)c2ccccc12
319,Cc1cccc(C)c1N1CB(C(=C1C1CC1)C1CC1)c1c(cc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F
320,CC(C)c1cccc(C(C)C)c1N=CN(B1C2CCCC1CCC2)c1c(cccc1C(C)C)C(C)C
321,OB(O)c1cccc(NC(=O)C=C)c1
322,CN1c2ccccc2B(c2ccccc12)c1c(C)cc(C)cc1C
323,CN1C=C(C)B(Cl)c2ccccc12
324,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1ccccn1
325,OB(O)c1ccccc1CN1CCN(CC1)C(c1ccccc1)c1ccccc1
326,COc1nc(C)c(Br)cc1B1OC(C)(C)C(C)(C)O1
327,CN(C)c1ccc(B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(CNC(C)(C)C)c1
328,CCN(CC)B1c2cccc(C(C)C)c2N2C(C)(C)CC(C)(C)C12C(C)C
329,Cc1cccc(N2c3ccccc3Oc3ccccc23)c1B1c2cccc3ccc4ccc5cccc1c5c4c23
330,CCCCN(C=C(B1OC(C)(C)C(C)(C)O1)c1ccccc1)S(C)(=O)=O
331,CC(C)N(B(C1=CC=CN1C)C1=CC=CN1C)C(C)C
332,COc1ccc(cc1)N(C=C(C)B1OC(C)(C)C(C)(C)O1)C(=O)c1ccccc1
333,Cc1cccc(C)c1N1CB(SC1=S)c1c(cc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F
334,Cc1cccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc23)c1B1c2ccccc2Oc2ccccc12
335,OB1OC(N2CCSCC2)c2ccccc12
336,CC1(C)OB(OC1(C)C)C1=CNc2ccc(F)cc12
337,COC(=O)C1=C(B(O)c2ccccc2N1)C(=O)OC
338,CC(C)(C)c1ccc(cc1)N(c1ccc2Oc3ccccc3c2c1)c1cc2N(c3ccc(cc3)C(C)(C)C)C3=C(Oc4ccccc34)B3C4=C(N(c5ccc(cc5)C(C)(C)C)c(c1)c23)c1ccccc1O4
339,ClB1c2ccccc2Nc2ccccc12
340,CC(C)P(N=C(N(B1OC(C)(C)C(C)(C)O1)c1c(cccc1C(C)C)C(C)C)c1ccccc1)C(C)C
341,Cc1cc(C)c(B(C2=NC(=CN2C(C)(C)C)C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1
342,CC1(C)OB(OC1(C)C)c1c2ccccc2cc(N)c1c1ccc(F)cc1
343,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1cccc(c1)N(c1ccccc1)c1ccccc1
344,OB(O)c1ccccc1CN1CCN(CC1)c1ccc(cc1)N(=O)=O
345,Cc1cc(C)c(B(C2=C3C=CC=C4N3C(=C2)c2ccccc42)c2c(C)cc(C)cc2C)c(C)c1
346,CC(C)c1cccc(C(C)C)c1N1C(=C(C)N(C1=CBc1c(C)cc(C)cc1C)c1c(cccc1C(C)C)C(C)C)C
347,Cc1cc(C)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1
348,CC(B1OC(C)(C)C(C)(C)O1)C(N(Cc1ccccc1)Cc1ccccc1)c1ccccc1
349,CC1CC(CN1C(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1
350,CN(C)c1ccc2CCc3ccc(B4OC(C)(C)C(C)(C)O4)c1c23
351,Cc1cc(C)c(B(C2=NC=CN2C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1
352,Cc1cc(C)c(B(c2ccccc2N2c3ccccc3Oc3ccccc23)c2c(C)cc(C)cc2C)c(C)c1
353,Cc1cc(C)c(B(c2ccc(nc2)c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1
354,COc1ccc(C=CC2B(C=C(N2c2c(C)cccc2C)c2ccc(OC)cc2)c2c(cc(cc2C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1
355,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)N1c2ccccc2Oc2ccccc12
356,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(cccc2N2c3ccc(cc3c3cc(ccc23)C(C)(C)C)C(C)(C)C)N2c3ccc(cc3c3cc(ccc23)C(C)(C)C)C(C)(C)C)c(C)c1
357,CC(C)(C)C(=O)NC=C(CCc1ccccc1)B1OC(C)(C)C(C)(C)O1
358,CC(B1OC(C)(C)C(C)(C)O1)C(=O)N1CCOCC1
359,CCCCN1c2ccccc2B(c2ccccc12)c1ccccc1C(F)(F)F
360,CC(C)N(Cc1ccccc1B(O)O)C(C)C
361,CCC1=C(CC)N(CB1c1c(cc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F)c1c(C)cccc1C
362,Cc1cccc(N2c3ccccc3C(C)(C)c3ccccc23)c1B1c2ccccc2Oc2ccccc12
363,CC(C)c1cc(C(C)C)c(B(O)c2c(ccc3c4ccccc4N(C)c23)c2ccccc2)c(c1)C(C)C
364,COB(O)c1ccccc1CN1CCN(CC1)c1ccc(F)cc1
365,CC(C)(C)C(=O)N1CCCC(C1)B1OC(C)(C)C(C)(C)O1
366,CC(C)(C)C1=CCN2C(=O)c3ccccc3C2(C)C1B1OC(C)(C)C(C)(C)O1
367,CN1c2ccc(C)cc2B(c2cc(C)ccc12)c1c(C)cc(C)cc1C
368,CC(=O)N1CC(Cc2ccc(cc12)C(F)(F)F)B1OC(C)(C)C(C)(C)O1
369,CN(C)c1ccc2CCc3ccc(B(O)O)c1c23
370,C(CN1c2ccccc2c2ccccc12)B1OC(c2ccccc2)(c2ccccc2)C(O1)(c1ccccc1)c1ccccc1
371,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)N1c2ccccc2c2ccccc2c2ccccc12
372,Cc1cc(C)c(B(c2cc(cc(c2)C(C)(C)C)N2c3ccccc3C(C)(C)c3ccccc23)c2c(C)cc(C)cc2C)c(C)c1
373,OB(O)c1cnc(Cl)nc1
374,COB1N(C(C)C)C(=NC(C)C)c2ccccc2c2ccccc12
375,CC(C)(C)c1cc(c(N=C2B(N([Si](C)(C)C)[Si](C)(C)C)c3ccccc3C2=Nc2c(cc(cc2C(C)(C)C)C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C)C(C)(C)C
376,OB(O)c1cc(OCc2ccccc2)ccc1N=Nc1ccc(cc1)N(=O)=O
377,CC1(C)c2ccccc2N(c2ccc3Oc4cccc5Oc6ccc(cc6B(c3c2)c45)N2c3ccccc3C(C)(C)c3ccccc23)c2ccccc12
378,Cc1ccc(cc1)S(=O)(=O)N1CC(=CCCOC(c2ccccc2)C2=C1c1ccccc1O2)B1OC(C)(C)C(C)(C)O1
379,CC(C)(C)c1ccc2N3c4cccc5N6c7ccccc7C7(C)c8ccccc8c8ccc(B(c9cc(cc(c2c1)c39)C(C)(C)C)c45)c6c78
380,CN(C)C(=O)Oc1ccc(NC(=O)OC(C)(C)C)c(c1)B1OC(C)(C)C(C)(C)O1
381,CC(B1OC2(C)c3cccc4cccc(c34)C2(C)O1)C(NP(=O)(c1ccccc1)c1ccccc1)c1ccc(Br)cc1
382,CC(C)c1cccc(C(C)C)c1N1B(c2ccccc2)c2ccccc2C1c1ccccc1
383,CC1(C)OB(OC1(C)C)C(CCc1ccccc1)C(N1C(=O)c2ccccc2C1=O)c1ccccc1
384,CC(C)N(C(C)C)C1B(N(C(C)C)C1(C)C)c1c(C)c(C)cc(C)c1C
385,CN1c2ccccc2C2(C)C(NC(CC12B1OC(C)(C)C(C)(C)O1)c1ccccc1)c1ccc(Cl)cc1
386,CC1(C)C2CC3OB(OC3(C)C1C2)c1cccc2cccnc12
387,CC(C)N=C(N(B1OC(C)(C)C(C)(C)O1)C(C)C)P(c1ccccc1)c1ccccc1
388,CC(C)(C)c1ccc2N3c4c(Br)cc(Br)c5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C
389,C1CC2CCCC(C1)C1B2N(c2ccccc2)C(=NN1c1ccccc1)c1ccccc1
390,N1c2cccc3Oc4cccc5Oc6cccc1c6B(c23)c45
391,COC(=O)N1C(C(Cc2cc(OC)ccc12)B1OC(C)(C)C(C)(C)O1)c1ccc(OC)cc1
392,COc1cc(C)nc2c(cccc12)B(O)O
393,CC1(C)OB(OC1(C)C)C1=CN(N=C1c1ccccc1)c1ccccc1
394,CN1B(OCC1(C)C)C(=NC1=C(N(C)C(C)(C)CO1)c1ccccc1)c1ccccc1
395,Fc1c(F)c(F)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
396,OB(O)c1ccccc1CN1CCN(CC1)c1ccccc1
397,COC(=O)C(C(C)C)N(CC(=O)NC(CB(O)O)c1ccccc1)C(=O)C=Cc1ccccc1
398,CC(C)C1CN(C(CN1S(=O)(=O)c1ccc(C)cc1)C(=C)B1OC(C)(C)C(C)(C)O1)S(=O)(=O)c1ccc(C)cc1
399,CC(C)c1cccc(C(C)C)c1N1CCCN(C2B1C1CCCC2CCC1)c1c(cccc1C(C)C)C(C)C
400,Cc1cccc(C)c1N1CB(C(=C1C)C)c1c(cc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F
401,CC(C)c1cccc2B(N3C(C)(C)CCCC3(C)C)C3(C(C)C)N(c12)C(C)(C)CC3(C)C
402,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)S(C)(=O)=O
403,OB(O)c1ccccc1CN1C(C(N2C1c1ccccc1C2=O)c1ccccc1)c1ccccc1
404,Cc1cc(C)c(N(C=Nc2ccccc2)B2OC(C)(C)C(C)(C)O2)c(C)c1
405,COc1cc(C)c(N2Cc3ccccc3B(c3ccccc3C2)c2c(cc(cc2C(F)(F)F)C(F)(F)F)C(F)(F)F)c(C)c1
406,CC(C)N(C=C(B1Oc2ccccc2O1)c1ccccc1)C(C)C
407,CC(C)c1cccc(C(C)C)c1N1C(C)(C)CC(C)(C)C1(B1OC(C)(C)C(C)(C)O1)c1ccc(C)cc1
408,Cc1cccc2c1NC=C2B1OC(C)(C)C(C)(C)O1
409,CC(B1OC(C)(C)C(C)(C)O1)C1NS(=O)(=O)Oc2ccccc12
410,CC(C)c1cccc(C(C)C)c1N=C1N(B(c2ccccc2)C(=C(c2ccccc2)C(=C1c1ccccc1)c1ccccc1)c1ccccc1)c1c(cccc1C(C)C)C(C)C
411,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1cccc(F)c1
412,CC1(C)OB(OC1(C)C)C1=CN(N=C1)S(=O)(=O)C1CC1
413,COC(C1OB(OC1C(OC)(c1ccccc1)c1ccccc1)C1CC1NC(=O)C(C)(C)C)(c1ccccc1)c1ccccc1
414,CC(C)(C)C(=O)N1CCC(C1)B1OC(C)(C)C(C)(C)O1
415,CC(C)(C)c1ccc2N3c4cccc5N6c7ccccc7c7c6c(cc6c7c7ccccc7C76c6ccccc6c6ccccc76)B(c6cc(cc(c2c1)c36)C(C)(C)C)c45
416,CC1(C)OB(OC1(C)C)C1=CNN=C1
417,Cc1ccccc1P(=O)(NC(C)(B1OC(C)(C)C(C)(C)O1)C(C)(C)C)c1ccccc1C
418,CC(C)(C)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1cc2N(c3ccc(cc3)C(C)(C)C)C3=C(Sc4ccccc34)B3C4=C(N(c5ccc(cc5)C(C)(C)C)c(c1)c23)c1ccccc1S4
419,CN(C)c1cc(cc(c1)N(C)C)B(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
420,CC(C)c1cccc(C(C)C)c1N1BN(N=C1C(C)(C)C)c1ccccc1
421,Cc1ccc(cc1)N=C1N(B(CC(=P1(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)[Si](C)(C)C)c1c(cc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F)c1ccc(C)cc1
422,C[SiH](C)C1=CN(C(=O)OC(C)(C)C)c2cccc(B3OC(C)(C)C(C)(C)O3)c12
423,CC(C)(C)C(=O)NC(CCCCl)CB1OC(C)(C)C(C)(C)O1
424,CN1c2ccc3ccc4ccccc4c3c2B2c3cc4ccc5ccccc5c4cc3N(C)c3cc(cc1c23)C(C)(C)C
425,Cc1cccc(C)c1N1CB(C(=C1c1ccccc1)C=Cc1ccccc1)c1c(cc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F
426,CC(C)(C)B1C=CN(C=C1)C(C)(C)C
427,COc1ccc(cc1)N=Nc1ccccc1B(O)O
428,CN1c2ccc3ccccc3c2B2c3c1cc(cc3N(C)c1c(C)cc3ccc4ccccc4c3c21)C(C)(C)C
429,CC(C)(C)OC(=O)N1CCN(CC1)Cc1ccccc1B1OC(C)(C)C(C)(C)O1
430,CC(C)c1cccc(C(C)C)c1N1C(B2Oc3ccccc3O2)C2(C)CCC1(C)CC2C
431,Cc1cc(C)c(B(c2ccccc2NC(=O)C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1
432,CC1(C)OB(OC1(C)C)C1=CNc2ccccc12
433,CC(C)(C)NC(=O)C(CB(O)O)N(C(=O)c1ccc(cc1)N(=O)=O)c1ccc(Br)cc1
434,CC1(C)OB(OC1(C)C)C1CON(C1C(=O)c1ccccc1)c1ccccc1
435,CC(C)CC(NC(=O)OC(C)(C)Cc1ccccc1)B1OC(C)(C)C(C)(C)O1
436,COC(=O)C1=CN(Cc2ccccc2)C(C=C1)C(CC1=CSC=C1)B1OC(C)(C)C(C)(C)O1
437,OB(O)c1cncnc1
438,CC(C)N(B1c2cccc3cccc(C1=Nc1c(C)cccc1C)c23)C(C)C
439,Cc1cc(C)c(B(c2ccc(cc2N2c3ccc(cc3c3cc(ccc23)C(C)(C)C)C(C)(C)C)C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1
440,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3C(=O)N(C(=O)c4c(cc(C1=O)c2c34)B1OC(C)(C)C(C)(C)O1)c1c(cccc1C(C)C)C(C)C
441,CC(C)(C)c1ccc2N3c4cc5c6ccccc6c6cc7c8ccccc8N8c9ccccc9c(c78)c6c5c5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C
442,CC(=O)N1C(CSC1c1c(O)cccc1B(O)O)C(=O)Nc1ccccc1
