,SMILES
442,OC(c1ccccc1)(c1ccccc1)[C@@H](CCC[*:5])[*:6]
443,O=[N+]([O-])c1ccc([*:1])nc1
444,Clc1cc(Cl)cc(-c2ccccc2[*:1])c1
445,C(=C/c1nnc([*:1])s1)\c1ccccc1
446,O[*:1]
447,C=C[C@H]1C[N@+]2(Cc3ccc4ccc5ccc(C[*:3])cc5c4c3)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
448,c1ccc(P(=NCc2cccc(C[*:1])n2)(c2ccccc2)c2ccccc2)cc1
449,C(C[*:4])[*:2]
450,O=C(NS(=O)(=O)c1cccs1)[*:1]
451,O=S(=O)(c1ccccc1)[*:2]
452,CC(C)[*:1]
453,C[C@H](C(C)(C)C)[*:1]
454,O=[N+]([O-])c1cc([*:2])ccc1Cl
455,c1ccc(C[*:1])cc1
456,CN(C)[*:2]
457,COC(=O)C(=C(C(=O)OC)[*:2])C(c1ccccc1)(c1ccccc1)[*:1]
458,Cc1cc(C)c([*:6])c(C)c1
459,CC(C)c1cccc(C(C)C)c1NC(=S)NC(=O)c1ccc(C(=O)[*:2])cc1
460,c1cnc2c([*:2])cccc2c1
461,Cc1ccc([*:3])cc1
462,FC(F)(F)c1cc(C[*:3])cc(C(F)(F)F)c1
463,COc1ccc([*:1])c([N+](=O)[O-])c1
464,C#Cc1ccc([*:2])cc1
465,O/N=C/[*:1]
466,c1ccc2ncc([*:2])cc2c1
467,c1csc([*:2])n1
468,CCCN(CCC)[C@@H]1CCCC[C@H]1[*:2]
469,Clc1ccccc1[*:1]
470,c1cnc2c(c1)cc([*:1])c1cccnc12
471,CCP(=O)(CC)C[*:1]
472,C[C@H](C1CCCCC1)[*:1]
473,O=P(C[C@H](c1ccccc1)[*:1])(c1ccccc1)c1ccccc1
474,C=C[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](c1ccnc2ccccc12)[*:1]
475,c1cn(C[*:4])nn1
476,O=C(O)[*:3]
477,c1cnc([*:2])nc1
478,CCc1ccc([*:1])cc1
479,C=C(C)C(=O)[*:1]
480,CCOc1ccc([*:1])cc1
481,Cc1cc(C(C)(C)C)cc(C)c1[*:2]
482,COC(=O)/C=C(C(=O)OC)/C(=C(/N)c1ccc(C)cc1)[*:3]
483,Cc1cc(C)c([*:2])c(C)c1
484,C[C@@H](C1CCCCC1)[*:1]
485,FC(F)(F)c1cnc(Oc2c(Cl)cc([*:2])cc2Cl)c(Cl)c1
486,Cc1ccc(S(=O)(=O)NC[*:1])cc1
487,CCCCNC(=O)[*:1]
488,FC(F)(F)C1([*:2])NCCN1
489,CCO[C@@H]1C/C(=C/c2ccc([*:2])cc2)CO1
490,O=[N+]([O-])c1ccc([*:4])cc1
491,CNC(=S)NCc1cc(C[*:2])cc(C(C)C)c1
492,COC(=O)C(C)(C)[*:2]
493,CCCCCCNC(=O)Nc1cc(C)c2c(c1C)/C(=C1/c3c(C)c([*:2])cc(C)c3C[C@@H]1C)[C@@H](C)C2
494,COC(=O)/C(=C(\C(=O)OC)[*:4])[Si](C)(C)C
495,c1cc([*:3])ccc1C1CCCCC1
496,CC(C)(C)[C@@H]([C@H]1C[C@@H]([*:2])C1(C)C)[*:1]
497,c1ccc2c(C[*:2])c3ccccc3cc2c1
498,COC(=O)c1ccccc1S(=O)(=O)[*:2]
499,CN1C(=O)C[C@H]([C@H](Cc2ccccc2)[*:2])N1C
500,CC(C)CC(=O)[*:2]
501,O=C1c2c(cccc2[N+](=O)[O-])-c2c([*:1])c(=O)c3ccccc3n21
502,O=C(Nc1ccccc1)Nc1cc(Cl)c(Cl)cc1[*:2]
503,O=C(c1cccc(Cl)c1)[*:1]
504,c1ccc2c(c1)ccc([*:1])c2-c1c2ccccc2ccc1[*:6]
505,c1ccc([*:2])c(CC[*:1])c1
506,Cc1cc(C)c(N=P(c2ccccc2)(c2ccccc2)c2cccc3c2oc2c([*:4])cccc23)c(C)c1
507,O=[N+]([O-])c1ccc([*:2])cc1
508,CC(C)(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)[*:1]
509,Cn1ccnc1SC[*:1]
510,COCc1cccc([*:1])c1
511,c1ccc(CN2C[C@H](c3ccccc3)[C@@H]([*:2])C2)cc1
512,CC(=O)Nc1ccccc1[*:2]
513,C1CCC([*:3])CC1
514,[O-][n+]1c(-c2ccccc2)cccc1[*:4]
515,CC(C)(C)c1cc(/C=N/[C@@H]2CCCC[C@H]2[*:1])c(O)c(C(C)(C)C)c1
516,Cc1cc(-c2ccccc2)nc([*:1])n1
517,CC(C)(C)c1cc(C(C)(C)C)cc([*:5])c1
518,C1CCN(C[*:1])CC1
519,CCCC(=O)NC(=S)Nc1ccccc1[*:2]
520,O=S(=O)(C(F)(F)F)[*:7]
521,Cc1ccc(N=P(C[*:4])(c2ccccc2)c2ccccc2)cc1
522,Cc1ccc([C@@H](C)[*:2])cc1
523,c1ccc([C@H]([C@@H](c2ccccc2)[*:2])N2CCCCC2)cc1
524,CC(C)(C)OC(=O)C[*:1]
525,COC[*:1]
526,c1ccc(CC[*:1])cc1
527,O=C(O)CC[*:2]
528,CCCCC[NH+](C1CCCC1)[C@@H]1CCCC[C@H]1[*:2]
529,O=C(Nc1ccccc1)[*:2]
530,O=[N+]([O-])c1ccc(NC2CCCCC2)c(S(=O)(=O)[*:2])c1
531,Fc1ccc([*:1])cc1Cl
532,N#Cc1cccc([*:1])c1
533,O=C(NC(=S)Nc1cc(Cl)ccc1[*:2])c1ccccc1
534,[O-][n+]1cccc2cccc([*:3])c21
535,CC(C)(C)c1cc(C(C)(C)C)cc([*:6])c1
536,CCCCCCCC[*:4]
537,O=C(c1ccc(Cl)cc1Cl)[*:2]
538,O=C(C[*:1])Nc1cccc2cccnc12
539,Cc1cccc(C)c1[*:2]
540,CC(C)(NC(=O)NCCCl)c1cccc(C(C)(C)[*:2])c1
541,c1ccc2sc([*:1])nc2c1
542,OCc1nonc1[*:1]
543,CC1(C)C[C@@H](NC(=O)Nc2ccccc2)C[C@@](C)(C[*:2])C1
544,Cc1cc(F)c([*:2])cc1Nc1ccc2ncn(C)c(=O)c2c1F
545,[O-][n+]1c(-c2ccccc2)ccc(CO)c1[*:1]
546,O=[N+]([O-])[*:2]
547,C[C@H](/N=C/[*:1])c1ccccc1P(c1ccccc1)c1ccccc1
548,COc1cccc([*:2])c1
549,CC(C)(C)[C@@H](C[*:1])NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
550,CNC(=O)c1cc(Oc2ccc([*:1])c(F)c2)ccn1
551,O=C(O)[C@H](Cc1c[nH]cn1)[*:1]
552,C[C@H](C1CCCCC1)[*:2]
553,Clc1ccc(Cl)c([*:1])c1
554,CCN(CC)C(=O)[C@H](C(C)(C)C)[*:2]
555,Oc1ccccc1[*:2]
556,CC(C)(C(=O)O)[*:1]
557,COc1ccc(CC[*:2])cc1OC
558,C1C[NH+](CC[*:1])CCO1
559,Br[*:2]
560,c1ccc(N(CC[*:3])CC[*:4])cc1
561,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1cc(C(F)(F)F)ccc1O[C@@H]1Cc2ccccc2[C@H]1[*:1]
562,[N-]=[N+]=NC(c1ccccc1)(c1ccccc1)[*:1]
563,Clc1ccc([*:1])c(Cl)c1
564,O=C(C(F)(F)F)[*:5]
565,CCCCc1cc2cc(C(F)(F)F)cc([*:2])c2[nH]1
566,CC(C)NC(=S)NCCCN1CCN(CCC[*:2])CC1
567,C[C@H](C(=O)[*:2])C1=CCCCC1
568,C(=N/c1ccccc1[*:2])\c1ccccc1
569,CCc1cccc([*:1])c1
570,N#Cc1c(F)c(F)c(N=[N+]=[N-])c(F)c1[*:1]
571,c1coc(C[*:1])c1
572,COc1ccc(N(c2ccc(OC)cc2)c2ccc([*:1])cc2)cc1
573,c1ccc(-c2nn(-c3ccccc3)nc2[*:1])cc1
574,Cc1cc(C)nc([*:1])c1
575,CC(C)c1cc(-c2ccc(C(C)(C)C)cc2)cc(C(C)C)c1[*:1]
576,CCOC(=O)c1ccccc1/N=N/c1ccccc1[*:2]
577,COc1ccc([*:3])cc1
578,c1ccc2cc([*:2])ccc2c1
579,O=CNC[*:1]
580,CCOC(=O)[C@H](C)[*:1]
581,CCN(C[*:1])c1cccnc1
582,O=C(c1ccc(-c2ccccc2)cc1)[*:1]
583,O=[N+]([O-])c1cc([N+](=O)[O-])cc([*:2])c1
584,c1ccc([Si](c2ccccc2)(c2ccccc2)[*:4])cc1
585,O=C(C[*:2])c1ccccc1
586,c1ccc2c(c1)OC1(O2)[C@H]2CCC[C@]1([*:1])CCC2
587,c1ccc(-c2cccc(-c3ccccc3)c2[*:1])cc1
588,C(CC[*:3])CC[*:4]
589,Fc1ccc([*:2])cc1
590,Cc1c(C)c(C)c([*:1])c(C)c1C
591,C[C@H](NC(=O)NCCCC[*:2])c1ccccc1
592,C1CN[C@H](C[*:2])C1
593,O=S(=O)(N[*:1])c1cc(C(F)(F)F)cc(C(F)(F)F)c1
594,CC(C)[*:4]
595,CC(C)(C)c1ccc(C(=O)[*:1])cc1
596,c1ccc([*:1])cc1
597,Cc1cnc([*:2])s1
598,CCNC(=S)NCc1cc(C[*:2])cc(C(C)(C)C)c1
599,OC[C@@H](Cc1ccccc1)[*:2]
600,FC(F)(F)c1cc(C(F)(F)F)cc([*:3])c1
601,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N[*:1]
602,Clc1ccccc1CC[*:1]
603,CC(C)(C)CC[*:1]
604,C=N/C(=C\C(=C)N(C)C)[*:5]
605,Cc1cc([*:2])c(C(C)C)cc1O
606,Clc1cc(Cl)c([*:2])cc1Cl
607,CC(C)c1cccc(C(C)C)c1N=[P@](C)(c1ccccc1)c1cccc2c1oc1c([*:4])cccc12
608,CC(C)c1cc(C(C)(C)C)cc(C(C)C)c1[*:3]
609,c1cc2ccc3ccc([*:3])c4ccc(c1)c2c34
610,CCCCO[C@H](C(C)(C)C)[*:4]
611,CC1(C)[C@@H]([C@H](Cc2ccccc2)[*:1])C[C@H]1[*:2]
612,CC(C)(C)[C@@H](C(=O)N1CCC[C@@H]1c1ccccc1)[*:1]
613,c1c[nH]c([*:1])c1
614,c1ccc([*:5])nc1
615,CC(C)(C)OC(=O)NCC[C@@]1(c2ccccc2[*:6])CCC(=O)C=C1[*:5]
616,c1ccc(P(=Nc2nc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)nc([*:1])n2)(c2ccccc2)c2ccccc2)cc1
617,O=C(O)c1ccc([*:1])cc1O
618,c1ccc(OC[*:1])nc1
619,O=[N+]([O-])c1ccc(Cl)c(/N=C(\c2ccccc2)[*:1])c1
620,CC(C)(C)OC(=O)/N=C(\N)[*:2]
621,CC(c1ccccc1)[*:2]
622,Clc1cccc2sc([*:1])nc12
623,CC(C)(C)[C@H](NC(=O)[C@H](C(C)(C)C)[*:2])C(=O)N[C@H](C[NH+]1CCCC1)C(C)(C)C
624,O=C(Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)[*:1]
625,[O-][n+]1ccc([*:1])cc1
626,O=S1(=O)CCC[C@@H]1C1([*:2])CCCCC1
627,CC(CCc1ccccc1[*:2])[*:1]
628,O=C(NCc1ccccc1)N[C@@H](Cc1ccccc1)C[*:2]
629,Fc1c(F)c(F)c([*:6])c(F)c1F
630,CN(C)CC[*:2]
631,c1ccc(-c2nc([*:2])c3ccccc3n2)cc1
632,c1ccc2c(-c3c(C[*:3])ccc4ccccc34)cccc2c1
633,O=C(Nc1ccc2ccccc2c1)N[C@@]12C[C@H]3C[C@@H](C1)C[C@]([*:2])(C3)C2
634,O=C(Oc1cccc(OC(=O)[C@@H]2CCCN2C(=O)Cc2ccccc2)c1[*:1])[C@@H]1CCCN1C(=O)Cc1ccccc1
635,CCCC(=O)[*:2]
636,c1nc(CC[*:1])c[nH]1
637,Cc1csc([*:1])[nH+]1
638,Clc1ccc(C[*:2])cc1
639,FC(F)(F)c1ccc([*:3])c(C(F)(F)F)c1
640,FC(F)(F)c1cc([*:2])ccc1Br
641,Clc1cccc2sc([*:2])nc12
642,O=[N+]([O-])c1ccc(O)c(C#Cc2ccccc2[*:2])c1
643,CC(C)(C)[C@@H](C(=O)N1CCC[C@@H]1c1cc2cccc3ccc4cccc1c4c32)[*:1]
644,O=S(=O)(c1ccc(C(F)(F)F)cc1)[*:1]
645,Fc1cccc(F)c1[*:2]
646,CCOC(=O)c1ccccc1[*:2]
647,Fc1cc([*:2])ccc1N1CCOCC1
648,c1ccc(-c2cncn2[C@@H]2CCCC[C@H]2[*:1])cc1
649,CN(C)c1ccc(/C=C/C=N/c2ccccc2[*:2])cc1
650,CN(C)[C@H]1CCCC[C@@H]1NC(=S)N[C@@H]1c2ccccc2C[C@H]1Oc1ccc(C(F)(F)F)cc1[*:2]
651,O=C(NCC[*:2])Nc1cccnc1
652,C[C@@H]1[C@H]2C[C@@H](C[C@H]1[*:2])C2(C)C
653,CN(C)[*:3]
654,OCC/N=C/[*:1]
655,CCc1cc([*:1])cc(CC)c1F
656,O=C(O)CC[*:1]
657,O=c1c2ccccc2sc2ccc([*:2])cc12
658,Clc1cc(Cl)c(Cl)c([*:1])c1Cl
659,COC(=O)/C=C(C(=O)OC)/C(=C(\N)C1CCCCC1)[*:4]
660,Cc1cc([*:2])cc(C)c1F
661,CCCCCCCCCCCC[*:2]
662,COC(=O)[C@H](C(C)C)[*:1]
663,c1ccc([*:1])c(-c2c[nH]cn2)c1
664,c1ccc(-c2cc(-c3ccccn3)cc([*:2])c2)nc1
665,CCNC(=S)N[C@H](COc1ccc(C(F)(F)F)cc1[*:2])C(C)(C)C
666,CC1(C)OC[C@H]([*:1])O1
667,O=C(N[C@@H]1CCCC[C@H]1[*:2])c1cc(C(F)(F)F)cc(C(F)(F)F)c1
668,c1cc([*:1])c2nc[nH]c2c1
669,CCCCNC(=O)NC(=O)c1cccc(C(=O)[*:2])c1
670,c1ccc2c(c1)[C@H]1O[C@@H]2C[C@@H]1[*:3]
671,C1CC1C1([*:2])CC1
672,COc1cccc(OC)c1[*:3]
673,CCCNC(=O)[C@@H](NC(=O)[*:1])C(C)C
674,c1coc([*:2])c1
675,O=C1c2ccccc2C(=O)N1C[*:1]
676,FB(F)c1ccccc1[*:2]
677,Clc1cccc([*:2])c1
678,C[C@H]1CCc2cccc([*:2])c2N1
679,CC(C)(C)c1ccc([*:3])cc1
680,C1[C@H]2C[C@H]3CC1([*:1])C[C@@H](C2)C3
681,CC1(C)[C@@H]2CC[C@@]1([*:1])C(=O)C2
682,c1ccc(-c2n[nH]c([*:1])n2)cc1
683,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](c1ccnc2ccc(OC)cc12)[*:1]
684,O=C(c1ccc(C(F)(F)F)cc1)[*:2]
685,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@@H](c1ccnc2ccc(OC)cc12)[*:2]
686,c1ccc(-c2ccc([*:2])cc2)cc1
687,c1ccc(P(=Nc2ccccc2Nc2ccccc2[*:1])(c2ccccc2)c2ccccc2)cc1
688,C(C[*:3])OCC[*:4]
689,CCCC[*:2]
690,O=C(NC1CCCCC1)[*:2]
691,C[C@H]1CC[C@H]([*:1])CC1
692,C[C@@H]([C@H](c1ccccc1)[*:2])N(C)C
693,C[C@H](C(c1ccccc1)(c1ccccc1)c1ccccc1)[*:2]
694,Clc1ccc([*:3])cc1
695,O=P(c1ccc(C(F)(F)F)cc1)(c1ccc(C(F)(F)F)cc1)[*:5]
696,C1CN(C[*:2])CCO1
697,CCOC(=O)[*:2]
698,O=C([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[*:2]
699,O=C(c1ccco1)[*:1]
700,Clc1ccc([*:2])cc1Cl
701,O=C(O)c1ccc(O[C@H]2CC[C@H]([*:2])CC2)cc1
702,CC[C@H](C)[C@@H](C(=O)OC)[*:1]
703,c1ccc(CN(C[*:1])c2cccnc2)cc1
704,COc1ccc(P(=NC[C@@H](c2ccccc2)[*:2])(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
705,F[*:3]
706,O=S(=O)(C(F)(F)F)[*:1]
707,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)[*:2]
708,NS(=O)(=O)c1cccc([*:1])c1
709,CSCC[C@H](P(=O)(Oc1ccccc1)Oc1ccccc1)[*:2]
710,CC[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(NC[*:1])c(=O)c1=O)c1ccnc2ccc(OC)cc12
711,c1ccc(P(c2ccccc2)c2cccc(CCC(c3cccc4ccccc34)[*:2])c2[*:1])cc1
712,c1ccc(-c2cc([*:1])no2)cc1
713,CC(C)CN(CC(C)C)C(=O)[C@H](C(C)(C)C)[*:1]
714,c1cc(C[*:2])cc[nH+]1
715,O=C(CCCl)[*:1]
716,CSCCC[*:2]
717,O=C(CCl)O[C@@H]1Cc2ccccc2[C@@H]1[*:2]
718,COc1ccc(C(=O)NCC[*:2])cc1
719,Cc1ccc2ccccc2c1[*:3]
720,Cc1c([*:2])c(=O)n(-c2ccccc2)n1C
721,CCCCCN1C(=O)c2cccc3c([*:2])ccc(c23)C1=O
722,BrC1=NO[C@@H]([*:1])C1
723,Brc1ccc(CC[*:2])s1
724,CC(C)(C)c1cc(C[*:1])cc(C(C)(C)C)c1O
725,N#Cc1ccccc1[*:2]
726,Clc1ccc(C(c2ccc(Cl)cc2)[*:2])cc1
727,CCc1cccc([*:2])c1
728,Cc1nonc1[*:2]
729,Cc1ccc([C@H]2CC(c3ccc(C)cc3C)=NN2c2ccc(S(=O)(=O)[*:2])cc2)cc1
730,CC(C)(C)[*:4]
731,c1ccc(C[*:6])cc1
732,C1CC[C@@H]([*:3])[C@H]([*:2])C1
733,c1ccc(CN(CC[*:2])Cc2ccccn2)nc1
734,CN(C)Cc1ccc(CSCC[*:2])o1
735,CCOC(=O)c1cc(CC)sc1[*:1]
736,Ic1ccc([*:2])cc1
737,CN(C)C(=O)c1cccc([*:1])c1O
738,c1ccc([*:2])c(-c2ccc3ccccc3c2)c1
739,c1cc([*:1])c2cccnc2c1
740,C[C@@H](c1ccc(Br)cc1)[*:1]
741,Nc1cccc(C(=O)Nc2ccccc2[*:2])c1
742,Cc1cccc(C)c1[*:1]
743,c1ccc(/N=N/c2ccc([*:1])cc2)cc1
744,n1n[nH]c([*:1])n1
745,O=C(c1c(Cl)cccc1Cl)[*:2]
746,Cn1cnc2c([*:2])cccc21
747,COC(=O)[C@H](CC(C)C)[*:1]
748,O=C(c1ccc(-c2ccc(Cl)cc2C(F)(F)F)o1)[*:2]
749,CCCCC1(CCCC)C(=O)N=C([*:1])NC1=O
750,COc1ccc(N(c2ccc(OC)cc2)c2ccc([*:2])cc2)cc1
751,Brc1ccc(CC[*:1])s1
752,CCc1ccc([*:2])cc1
753,C=C[C@H]1C[N@]2CC[C@H]1C[C@@H]2[C@@H](c1ccnc2ccc(OC)cc12)[*:1]
754,CP(C)(C[*:3])=Nc1ccc([N+](=O)[O-])cc1
755,O=C([C@H](O)[*:1])N(c1ccccc1)c1ccccc1
756,c1ccc2c(c1)CCC[C@@H]2[*:1]
757,O=C(c1ccc2ccccc2c1)[*:2]
758,Cc1ccc(-n2nc(C#N)cc2[*:1])cc1
759,Oc1ccc2ccccc2c1[*:1]
760,c1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(N=P(c3ccccc3)(c3ccccc3)c3cccc4c3oc3c([*:4])cccc34)cc2)cc1
761,Cc1cc(F)c([*:2])cc1Nc1ccc2ncn(C)c(=O)c2c1
762,CN(C)CC[*:1]
763,c1ccc(CC[*:2])nc1
764,C=C[C@@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](c1ccnc2ccc(OC)cc12)[*:2]
765,O=C(CCC[*:4])[*:5]
766,CC1(C)OC(=O)C([*:3])C(=O)O1
767,S=C(c1ccccc1)[*:2]
768,FC(F)C(F)(F)Oc1c(Cl)cc([*:2])cc1Cl
769,c1ccc2cc(C[*:3])ccc2c1
770,CC(C)(C)/[N+]([O-])=C/c1ccc([*:2])cc1
771,CC(C)(C)[C@@H](C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[*:1]
772,C1CCC([*:4])CC1
773,C1CC[C@@H]([*:2])[C@H](N2CCCC2)C1
774,c1ccc2c([*:1])c3ccccc3cc2c1
775,c1ccc(C(c2ccccc2)(c2ccccc2)[*:2])cc1
776,CN(C)C[C@H](C(C)(C)C)[*:1]
777,CC(C)(C)O/N=C\Cc1ccc([*:2])cc1
778,c1ccc(P(c2ccccc2)N(C[*:4])c2ccccn2)cc1
779,Cc1ccc([*:1])cc1Cl
780,CCOC(=O)C#Cc1ccccc1[*:1]
781,CC[*:2]
782,c1cc2ccc3ccc(-n4cc([*:3])nn4)c4ccc(c1)c2c34
783,O=S(=O)(c1ccccc1Cl)[*:1]
784,Cc1cccnc1[*:1]
785,[O-][n+]1ccccc1C[*:1]
786,Clc1ccc(-c2nonc2[*:2])cc1
787,CC(C)(c1ccc(C(F)(F)F)[nH]1)[*:1]
788,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@@H](c1ccnc2ccc(OC)cc12)[*:1]
789,Cc1cccc([*:6])c1
790,CC(C)(C)OC(=O)[*:1]
791,CC(C)P(=Nc1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1)(c1cccc2c1oc1c([*:3])cccc12)C(C)C
792,OC1([*:2])c2ccccc2-c2ccccc21
793,CCOC(=O)[C@]1(NC(=O)[C@H](Cc2ccccc2)[*:2])Cc2cc(Br)c(OC)cc2C1
794,CC[*:5]
795,c1cc([*:1])ccc1N1CCOCC1
796,Cc1ccc(/N=C/[*:1])cc1
797,FC(F)(F)c1cnc(N2CCC([*:2])CC2)c(Cl)c1
798,c1nnc([*:1])s1
799,O=C1c2cccc3cccc(c23)C(=O)N1[*:2]
800,CC1(C)OC[C@@H]([C@@H]2O[C@H]3OC(C)(C)O[C@H]3[C@@]2(O)C[*:2])O1
801,CCCCCOC(=O)[*:2]
802,CCc1cccc(CC)c1[*:4]
803,C=C[C@@H]1C[N@]2CC[C@H]1CC2[C@H](c1ccnc2ccc(OC)cc12)[*:1]
804,COC(=O)[C@@H]([C@H](C[*:1])OC(=O)c1ccccc1)[*:2]
805,Clc1cc([*:2])ccn1
806,Cc1c([N+](=O)[O-])cc([*:4])cc1[N+](=O)[O-]
807,O=S(=O)(c1ncccc1OCC(F)(F)F)[*:2]
808,C[*:3]
809,Fc1cc(F)cc([*:1])c1
810,CCNC(=O)NC(=O)c1cccc(C(=O)[*:2])n1
811,Cc1cc(C(C)(C)C)cc(C)c1[*:1]
812,c1ccc2c(c1)cc([*:3])c1ccccc12
813,CC(C)COc1cc(C(=O)NCc2ccccc2)nc2c([*:1])cccc12
814,c1cc([*:1])ccn1
815,O=C(c1c(Cl)cccc1Cl)[*:1]
816,CN(C[*:1])c1ccccn1
817,CC1(C)OC(=O)C(=Cc2ccc([*:1])o2)C(=O)O1
818,O=C(c1ccc(Cl)nc1)[*:2]
819,COCc1cccc([*:6])c1
820,CC(C)[C@@H]1CC[C@@H](C)C[C@@]1(O)C[*:2]
821,CN(C)C[*:1]
822,C=CCOC(=O)N[C@@H]1CCCC[C@@H]1[*:2]
823,NC(=O)CCC[*:2]
824,FC(F)(F)c1ccccc1[*:6]
825,Fc1c(F)c(F)c([*:5])c(F)c1F
826,C1CCN(C[*:2])CC1
827,c1cc2c(cc1C[*:1])OCO2
828,Cc1cc(C)c2ccc([*:2])nc2n1
829,O=C(Nc1ccc(Cl)cc1)Nc1ccc([*:2])cc1
830,[O-][n+]1cccc([*:2])c1
831,COc1nc(C(C)C)nc([*:1])n1
832,O=C(NC(=S)NCc1cccc(C[*:2])c1)c1ccccc1
833,Cc1ccc([*:2])cc1
834,c1ccc([*:2])nc1
835,Fc1c(F)c(F)c([*:2])c(F)c1F
836,CC(C)c1cc(C(C)C)c([*:2])c(C(C)C)c1
837,Cc1cc(C)cc([*:1])c1
838,C(=N/C[*:1])\c1ccccc1
839,CCC(C)(C)C(=O)N[*:3]
840,CC(C)(C)N(C[*:1])c1cccnc1
841,FC(F)(F)c1cc(NC(=S)N[*:1])cc(C(F)(F)F)c1
842,Nc1ncc2cc(-c3c(Cl)cccc3Cl)c([*:2])nc2n1
843,O=[N+]([O-])c1ccc(Sc2ccccc2[*:1])cc1
844,[O-][n+]1c2c(cc3ccccc31)C[C@@H]([*:1])[C@H]2C[*:2]
845,c1ccc(CN2CCC([*:2])CC2)cc1
846,CCOC(=O)[C@H](O)[C@@H](NC(=O)[*:1])C(=O)OCC
847,N[C@@H]1CCCC[C@H]1[*:1]
848,C(C[*:1])OCC[*:2]
849,COC(=O)[*:2]
850,Cc1cccc([*:2])c1
851,Clc1cc(Cl)cc([*:2])c1
852,C[C@H](/N=C/[*:2])c1ccccc1P(c1ccccc1)c1ccccc1
853,C(CC[*:3])C[*:2]
854,C1=C[C@H]2C[C@@H]1[C@H]1[C@@H]3C[C@@H](C[*:2])[C@@H](C3)[C@H]12
855,CCP(=O)(CC)C[*:2]
856,FC(F)(F)c1cccc([*:1])c1
857,Cc1ccc([*:2])c(C)c1
858,O=C(CCl)[*:1]
859,COc1ccc(C[*:5])cc1
860,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[*:1]
861,FC(F)(F)[*:1]
862,O=c1c2ccoc2cc(-c2ccccc2)n1[*:1]
863,c1ccc2c([*:3])cccc2c1
864,Fc1cccc(F)c1[*:1]
865,O=C(NCCC[*:2])Nc1ccccc1
866,COc1cccc(NC(=O)[C@@H]2CCCN2)c1-c1c(NC(=O)[*:1])cccc1OC
867,C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H]1C(=O)N[*:1]
868,c1ccc2c(c1)CC[C@H]2[*:1]
869,CCCOC(=O)C[*:1]
870,Nc1ccc2ccccc2c1-c1c(NC(=O)[*:1])ccc2ccccc12
871,Cc1ccc(-c2n[nH]c([*:1])n2)cc1
872,Cc1cc(C(C)(C)C)cc(C)c1[*:5]
873,O=C(COc1ccc(Cl)cc1)[*:2]
874,CN(Cc1ccccc1)C(=O)[C@H](C(C)(C)C)[*:2]
875,CCOC(=O)c1c([*:1])n(C(=O)OC(C)(C)C)c2ccccc12
876,Fc1cc([*:1])c(F)c(F)c1F
877,O=C(CCCBr)[*:2]
878,CN(C)[*:4]
879,c1ccc(-c2cccnc2[*:2])cc1
880,FC(F)(F)Oc1ccccc1[*:1]
881,FC(F)(F)[*:3]
882,O=C1C[C@H](c2ccccc2)C[C@](O)([*:1])C1
883,COc1cccc(C(=O)[*:2])c1
884,C1CCC([*:3])C1
885,CN(C)[C@@H]1CCCC[C@H]1[*:2]
886,c1nc(CCCC[*:1])c[nH]1
887,CC(=O)N[C@@H]1CCCC[C@H]1[*:2]
888,O=C/C(=C/[*:2])c1ccccc1
889,c1ccc(CN2CCC[C@H]2C(c2ccccc2)(c2ccccc2)[*:2])cc1
890,CCCC[*:1]
891,O=C(/N=C1\NCCN1CC[*:2])c1ccc(Cl)cc1
892,C[Si](C)(C)OC(c1ccc2ccccc2c1)(c1ccc2ccccc2c1)[*:1]
893,O=C(NC(=S)Nc1ccccc1)c1cccc(C(=O)[*:2])c1
894,CCCC[C@H](P(=O)(Oc1ccccc1)Oc1ccccc1)[*:2]
895,Nc1ccccc1[*:1]
896,CC(C)(C)c1cc(C(C)(C)C)cc([*:3])c1
897,CCC(=O)[*:2]
898,CC(C)(C)[*:1]
899,c1ccc(CN2C[C@H](c3ccccc3)[C@@H]([*:1])C2)cc1
900,Brc1ccc([*:2])nc1
